JUnit version 4.12
.Test started at Thu Oct 20 01:13:35 UTC 2016
Insertions: 34,359,738,368 (approx: 262,144 GiB)
Thread count: 128
Maximum FPSet table count is: 68,719,476,736 (approx: 524,288 GiB)
FPSet lock count is: 0
FPSet bucket count is: 68719476736
Testing tlc2.tool.fp.OffHeapDiskFPSet
1476926083825 s; 12,116,190,602 insertions/min; 0.18 load factor
1476926143824 s; 14,086,224,735 insertions/min; 0.38 load factor
Producer: 0, puts: 268654127, puts/collisions: none
Producer: 51, puts: 269060140, puts/collisions: none
Producer: 52, puts: 269177764, puts/collisions: none
Producer: 53, puts: 268937409, puts/collisions: none
Producer: 54, puts: 268927946, puts/collisions: none
Producer: 55, puts: 268670848, puts/collisions: none
Producer: 56, puts: 268638636, puts/collisions: none
Producer: 57, puts: 268547080, puts/collisions: none
Producer: 58, puts: 268655950, puts/collisions: none
Producer: 59, puts: 268443851, puts/collisions: none
Producer: 60, puts: 268937029, puts/collisions: none
Producer: 61, puts: 269200364, puts/collisions: none
Producer: 62, puts: 269256936, puts/collisions: none
Producer: 63, puts: 268829220, puts/collisions: none
Producer: 64, puts: 268854305, puts/collisions: none
Producer: 65, puts: 268915587, puts/collisions: none
Producer: 66, puts: 269133136, puts/collisions: none
Producer: 67, puts: 268494855, puts/collisions: none
Producer: 68, puts: 269298233, puts/collisions: none
Producer: 69, puts: 268950953, puts/collisions: none
Producer: 70, puts: 269041997, puts/collisions: none
Producer: 71, puts: 268558413, puts/collisions: none
Producer: 72, puts: 268566866, puts/collisions: none
Producer: 73, puts: 268435456, puts/collisions: none
Producer: 74, puts: 268435456, puts/collisions: none
Producer: 75, puts: 268922774, puts/collisions: none
Producer: 76, puts: 269097566, puts/collisions: none
Producer: 77, puts: 268435456, puts/collisions: none
Producer: 78, puts: 269121633, puts/collisions: none
Producer: 79, puts: 268701678, puts/collisions: none
Producer: 80, puts: 268511654, puts/collisions: none
Producer: 81, puts: 268905932, puts/collisions: none
Producer: 82, puts: 269056845, puts/collisions: none
Producer: 83, puts: 269250153, puts/collisions: none
Producer: 84, puts: 269084324, puts/collisions: none
Producer: 85, puts: 268864484, puts/collisions: none
Producer: 86, puts: 268435456, puts/collisions: none
Producer: 87, puts: 268435456, puts/collisions: none
Producer: 88, puts: 268843799, puts/collisions: none
Producer: 89, puts: 268737863, puts/collisions: none
Producer: 90, puts: 268890870, puts/collisions: none
Producer: 91, puts: 268504460, puts/collisions: none
Producer: 92, puts: 268638829, puts/collisions: none
Producer: 93, puts: 269107731, puts/collisions: none
Producer: 94, puts: 268779754, puts/collisions: none
Producer: 95, puts: 268920199, puts/collisions: none
Producer: 96, puts: 269027169, puts/collisions: none
Producer: 97, puts: 268435456, puts/collisions: none
Producer: 98, puts: 268435456, puts/collisions: none
Producer: 99, puts: 268435456, puts/collisions: none
Producer: 100, puts: 268802707, puts/collisions: none
Producer: 101, puts: 268435456, puts/collisions: none
Producer: 102, puts: 269011146, puts/collisions: none
Producer: 103, puts: 269204986, puts/collisions: none
Producer: 104, puts: 269190808, puts/collisions: none
Producer: 105, puts: 268435456, puts/collisions: none
Producer: 106, puts: 268840418, puts/collisions: none
Producer: 107, puts: 268723530, puts/collisions: none
Producer: 108, puts: 268435456, puts/collisions: none
Producer: 109, puts: 269106312, puts/collisions: none
Producer: 110, puts: 268672791, puts/collisions: none
Producer: 111, puts: 269021947, puts/collisions: none
Producer: 112, puts: 269084590, puts/collisions: none
Producer: 113, puts: 268772518, puts/collisions: none
Producer: 114, puts: 268435456, puts/collisions: none
Producer: 115, puts: 268435456, puts/collisions: none
Producer: 116, puts: 269012558, puts/collisions: none
Producer: 117, puts: 268435456, puts/collisions: none
Producer: 118, puts: 268435456, puts/collisions: none
Producer: 119, puts: 268435456, puts/collisions: none
Producer: 120, puts: 268435456, puts/collisions: none
Producer: 121, puts: 269007436, puts/collisions: none
Producer: 122, puts: 268435456, puts/collisions: none
Producer: 123, puts: 269051087, puts/collisions: none
Producer: 124, puts: 268435456, puts/collisions: none
Producer: 125, puts: 268435456, puts/collisions: none
Producer: 126, puts: 269112578, puts/collisions: none
Producer: 127, puts: 269059677, puts/collisions: none
Total puts: 34402981382, total collisions: 0, total load factor: 0.501, duration: 167172 ms, reprobe: 79.
1476926191028 s; Total 12,347,580,000 insertions/min; 0.5 load factor
Test finished at Thu Oct 20 01:16:30 UTC 2016
E.Test started at Thu Oct 20 01:16:31 UTC 2016
Insertions: 34,359,738,368 (approx: 262,144 GiB)
Thread count: 128
Test finished at Thu Oct 20 01:16:31 UTC 2016
.Test started at Thu Oct 20 01:16:31 UTC 2016
Insertions: 34,359,738,368 (approx: 262,144 GiB)
Thread count: 128
Test finished at Thu Oct 20 01:16:31 UTC 2016
.Test started at Thu Oct 20 01:16:31 UTC 2016
Insertions: 34,359,738,368 (approx: 262,144 GiB)
Thread count: 128
Test finished at Thu Oct 20 01:16:31 UTC 2016

Time: 175.528
There was 1 failure:
1) testMaxFPSetSizeRnd(tlc2.tool.fp.MultiThreadedOffHeapDiskFPSetTest)
java.lang.AssertionError
	at org.junit.Assert.fail(Assert.java:86)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.junit.Assert.assertTrue(Assert.java:52)
	at tlc2.tool.fp.MultiThreadedFPSetTest.doTest(MultiThreadedFPSetTest.java:172)
	at tlc2.tool.fp.MultiThreadedFPSetTest.testMaxFPSetSizeRnd(MultiThreadedFPSetTest.java:67)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.runMain(JUnitCore.java:77)
	at org.junit.runner.JUnitCore.main(JUnitCore.java:36)

FAILURES!!!
Tests run: 4,  Failures: 1

page_defrag = [always] madvise never
scaling_governor = powersave
kernel.numa_balancing = 1
Running test: FingerPrintGenerator
